1957	PYC
1958	SFB
1959	SFA
1960	KSU
1961	NGE
1962	KSQ
1963	NGB
1964	NGO
1965	KSY
1966	HDY
1967	NGK
1968	HDG
1969	KSD
1970	KSF
1971	KSA
1972	NGQ
1973	KSC
1974	NGS
1975	KSM
1976	HDN
1977	HDM
1978	KSN
1979	KSH
1980	KSJ
1981	YZP
1982	YZR
1983	YZS
1984	YZT
1985	YZV
1986	BME
1987	SZB
1988	YZY
1989	YZZ
1990	BMI
1991	SZG
1992	SZE
1993	SZZ
1994	SZX
1995	BMV
1996	BMW
1997	YZF
1998	YZG
1999	YHU
2000	SHP
2001	SHR
2002	JTY
2003	OVD
2004	SHV
2005	YTY
2006	SHX
2007	YTS
2008	JTR
2009	SHA
2010	SHB
2011	SHC
2012	SHD
2013	SHE
2014	YTH
2015	SHG
2016	SHH
2017	SHJ
2018	YTE
2019	SHL
2020	SHM
2021	JTC
2022	GZO
2023	MGA
2024	TBZ
2025	MGF
2026	NPL
2027	TBP
2028	TBS
2029	MGH
2030	TBU
2031	TBT
2032	MGM
2033	LAQ
2034	MGS
2035	MGQ
2036	MGW
2037	TBN
2038	MGZ
2039	GZT
2040	TBB
2041	GZP
2042	YHK
2043	LUR
2044	YHI
2045	YHO
2046	LUV
2047	LUW
2048	LUX
2049	LUZ
2050	YHD
2051	YHZ
2052	YHY
2053	LUD
2054	LNS
2055	LUG
2056	LUH
2057	YHP
2058	LUK
2059	LUM
2060	LUN
2061	LUO
2062	IRC
2063	CMG
2064	MTE
2065	TLS
2066	VTE
2067	TLV
2068	GTF
2069	TLT
2070	LNJ
2071	GTO
2072	TLC
2073	TLA
2074	BMU
2075	TLE
2076	TLJ
2077	VTZ
2078	TLN
2079	TLM
2080	TLL
2081	KEM
2082	KEJ
2083	HVN
2084	KEF
2085	PWQ
2086	HVD
2087	HVG
2088	IPC
2089	HVR
2090	KER
2091	KEP
2092	WBQ
2093	ZSE
2094	KQA
2095	EUN
2096	WBB
2097	ZSA
2098	YAY
2099	WBM
2100	ZSJ
2101	GTE
2102	UCT
2103	SDE
2104	ILD
2105	PWE
2106	YAT
2107	EJH
2108	RBY
2109	RBV
2110	RBR
2111	RBQ
2112	ARI
2113	RBA
2114	OTH
2115	LGK
2116	LGI
2117	LGL
2118	LGB
2119	LGA
2120	OTD
2121	GTR
2122	OTZ
2123	OTP
2124	LGP
2125	LGQ
